"Scream (1996)"   "378"   "3" 
"Boot, Das (1981)"   "328"   "5" 
"Striptease (1996)"   "125"   "1" 
"Sudden Death (1995)"   "37"   "3" 
"Leaving Las Vegas (1995)"   "285"   "4" 
"Terminator, The (1984)"   "280"   "3" 
"Gandhi (1982)"   "378"   "4" 
"Mary Poppins (1964)"   "271"   "3" 
"Beavis and Butt-head Do America (1996)"   "176"   "4" 
"Rebecca (1940)"   "339"   "5" 
"Mother (1996)"   "365"   "5" 
"Up Close and Personal (1996)"   "42"   "4" 
"Net, The (1995)"   "56"   "2" 
"Citizen Kane (1941)"   "178"   "3" 
"Fear (1996)"   "101"   "2" 
"Rising Sun (1993)"   "269"   "1" 
"Army of Darkness (1993)"   "102"   "2" 
"Highlander (1986)"   "59"   "4" 
"Grosse Pointe Blank (1997)"   "344"   "4" 
"Barcelona (1994)"   "299"   "4" 
"Sabrina (1954)"   "399"   "3" 
"Mimic (1997)"   "391"   "1" 
"Fantasia (1940)"   "230"   "4" 
"Mighty Aphrodite (1995)"   "23"   "4" 
"Great White Hype, The (1996)"   "267"   "4" 
"Coneheads (1993)"   "286"   "2" 
"Highlander (1986)"   "393"   "2" 
"To Catch a Thief (1955)"   "389"   "3" 
"Annie Hall (1977)"   "49"   "4" 
"Waterworld (1995)"   "286"   "4" 
"Village of the Damned (1995)"   "313"   "1" 
"Everyone Says I Love You (1996)"   "126"   "2" 
"Birds, The (1963)"   "264"   "5" 
"Renaissance Man (1994)"   "326"   "2" 
"Gandhi (1982)"   "59"   "5" 
"Out to Sea (1997)"   "157"   "2" 
"Emma (1996)"   "345"   "4" 
"Fly Away Home (1996)"   "195"   "4" 
"First Wives Club, The (1996)"   "26"   "3" 
"Nightmare Before Christmas, The (1993)"   "43"   "3" 
"Marvin's Room (1996)"   "151"   "4" 
"Renaissance Man (1994)"   "222"   "3" 
"Bridge on the River Kwai, The (1957)"   "321"   "4" 
"Usual Suspects, The (1995)"   "398"   "3" 
"Batman (1989)"   "381"   "3" 
"Crow: City of Angels, The (1996)"   "276"   "1" 
"Withnail and I (1987)"   "308"   "4" 
"Fargo (1996)"   "367"   "5" 
"Carrie (1976)"   "13"   "2" 
"Madonna: Truth or Dare (1991)"   "96"   "5" 
"It Happened One Night (1934)"   "312"   "5" 
"Monty Python and the Holy Grail (1974)"   "387"   "5" 
"Raiders of the Lost Ark (1981)"   "41"   "4" 
"Dante's Peak (1997)"   "164"   "4" 
"Bob Roberts (1992)"   "311"   "2" 
"Donnie Brasco (1997)"   "174"   "5" 
"Love Jones (1997)"   "159"   "1" 
"Body Snatcher, The (1945)"   "95"   "4" 
"Rocket Man (1997)"   "145"   "3" 
"Fire Down Below (1997)"   "396"   "4" 
"Event Horizon (1997)"   "11"   "1" 
"Waiting for Guffman (1996)"   "76"   "4" 
"East of Eden (1955)"   "392"   "4" 
"Star Trek VI: The Undiscovered Country (1991)"   "290"   "2" 
"Unbearable Lightness of Being, The (1988)"   "64"   "3" 
"Right Stuff, The (1983)"   "213"   "4" 
"Young Guns (1988)"   "311"   "3" 
"Menace II Society (1993)"   "308"   "4" 
"Andre (1994)"   "393"   "3" 
"Devil's Advocate, The (1997)"   "282"   "3" 
"Fish Called Wanda, A (1988)"   "43"   "5" 
"Wizard of Oz, The (1939)"   "48"   "5" 
"Legends of the Fall (1994)"   "256"   "4" 
"Beauty and the Beast (1991)"   "363"   "2" 
"Reservoir Dogs (1992)"   "363"   "3" 
"Tin Cup (1996)"   "345"   "4" 
"Secret of Roan Inish, The (1994)"   "308"   "4" 
"Pretty Woman (1990)"   "290"   "3" 
"Big Night (1996)"   "184"   "5" 
"Last Time I Committed Suicide, The (1997)"   "405"   "1" 
"Kingpin (1996)"   "144"   "3" 
"Replacement Killers, The (1998)"   "11"   "4" 
"Age of Innocence, The (1993)"   "405"   "1" 
"Jurassic Park (1993)"   "38"   "5" 
"Hard Rain (1998)"   "393"   "3" 
"Streetcar Named Desire, A (1951)"   "9"   "4" 
"Casper (1995)"   "200"   "4" 
"From Dusk Till Dawn (1996)"   "368"   "5" 
"Johnny Mnemonic (1995)"   "195"   "2" 
"Star Wars (1977)"   "209"   "5" 
"2001: A Space Odyssey (1968)"   "337"   "5" 
"Crumb (1994)"   "342"   "5" 
"Omen, The (1976)"   "387"   "3" 
"Mother (1996)"   "383"   "5" 
"Devil's Own, The (1997)"   "303"   "3" 
"Eye for an Eye (1996)"   "256"   "3" 
"2 Days in the Valley (1996)"   "345"   "3" 
"Spawn (1997)"   "130"   "4" 
"Wolf (1994)"   "346"   "3" 
"Pretty Woman (1990)"   "89"   "2" 
"Original Gangstas (1996)"   "75"   "2" 
"Dead Man Walking (1995)"   "316"   "4" 
"Mr. Holland's Opus (1995)"   "251"   "4" 
"Bound (1996)"   "250"   "4" 
"Pinocchio (1940)"   "286"   "5" 
"Star Trek: The Wrath of Khan (1982)"   "339"   "4" 
"Crash (1996)"   "135"   "4" 
"Waterworld (1995)"   "293"   "1" 
"Strictly Ballroom (1992)"   "315"   "4" 
"Usual Suspects, The (1995)"   "194"   "5" 
"Pagemaster, The (1994)"   "49"   "2" 
"Postino, Il (1994)"   "361"   "4" 
"Outbreak (1995)"   "320"   "4" 
"Air Force One (1997)"   "144"   "3" 
"Eat Drink Man Woman (1994)"   "204"   "5" 
"Sense and Sensibility (1995)"   "132"   "3" 
"Platoon (1986)"   "312"   "1" 
"Titanic (1997)"   "233"   "5" 
"Four Weddings and a Funeral (1994)"   "234"   "3" 
"Trial and Error (1997)"   "193"   "3" 
"2001: A Space Odyssey (1968)"   "244"   "4" 
"Saint, The (1997)"   "231"   "4" 
"Star Trek: The Wrath of Khan (1982)"   "344"   "4" 
"White Squall (1996)"   "399"   "5" 
"Empire Strikes Back, The (1980)"   "109"   "5" 
"E.T. the Extra-Terrestrial (1982)"   "18"   "5" 
"Like Water For Chocolate (Como agua para chocolate) (1992)"   "49"   "2" 
"Groundhog Day (1993)"   "249"   "4" 
"Johns (1996)"   "399"   "3" 
"Fargo (1996)"   "177"   "5" 
"Cook the Thief His Wife & Her Lover, The (1989)"   "59"   "5" 
"His Girl Friday (1940)"   "327"   "4" 
"Absolute Power (1997)"   "230"   "4" 
"Raiders of the Lost Ark (1981)"   "394"   "5" 
"Aladdin (1992)"   "59"   "2" 
"Tales from the Hood (1995)"   "16"   "1" 
"Butch Cassidy and the Sundance Kid (1969)"   "208"   "5" 
"Basketball Diaries, The (1995)"   "387"   "1" 
"This Is Spinal Tap (1984)"   "188"   "2" 
"Jeffrey (1995)"   "399"   "3" 
"Don Juan DeMarco (1995)"   "303"   "4" 
"Ghost (1990)"   "246"   "3" 
"Ace Ventura: When Nature Calls (1995)"   "303"   "2" 
"Sphere (1998)"   "384"   "4" 
"Butch Cassidy and the Sundance Kid (1969)"   "293"   "4" 
"Mother (1996)"   "153"   "3" 
"Aliens (1986)"   "379"   "5" 
"Home Alone (1990)"   "92"   "3" 
"Fish Called Wanda, A (1988)"   "263"   "3" 
"Paradise Lost: The Child Murders at Robin Hood Hills (1996)"   "368"   "5" 
"Thinner (1996)"   "348"   "4" 
"Jaws (1975)"   "94"   "5" 
"Grumpier Old Men (1995)"   "83"   "4" 
"Evita (1996)"   "41"   "2" 
"Immortal Beloved (1994)"   "145"   "2" 
"Diabolique (1996)"   "83"   "4" 
"Sense and Sensibility (1995)"   "270"   "5" 
"Smile Like Yours, A (1997)"   "281"   "2" 
"Leaving Las Vegas (1995)"   "378"   "4" 
"Bed of Roses (1996)"   "393"   "4" 
"Room with a View, A (1986)"   "85"   "4" 
"Time to Kill, A (1996)"   "68"   "1" 
"Austin Powers: International Man of Mystery (1997)"   "62"   "2" 
"High School High (1996)"   "57"   "2" 
"Evita (1996)"   "364"   "3" 
"E.T. the Extra-Terrestrial (1982)"   "299"   "3" 
"Hoop Dreams (1994)"   "406"   "5" 
"Last Man Standing (1996)"   "200"   "4" 
"Sleepless in Seattle (1993)"   "343"   "4" 
"Heavenly Creatures (1994)"   "303"   "4" 
"Aladdin and the King of Thieves (1996)"   "95"   "2" 
"Sting, The (1973)"   "125"   "5" 
"Psycho (1960)"   "361"   "5" 
"Sudden Death (1995)"   "374"   "3" 
"Fish Called Wanda, A (1988)"   "334"   "4" 
"Lone Star (1996)"   "296"   "5" 
"Star Trek: First Contact (1996)"   "292"   "3" 
"Misérables, Les (1995)"   "115"   "2" 
"Braveheart (1995)"   "290"   "5" 
"Terminator, The (1984)"   "194"   "3" 
"Boot, Das (1981)"   "334"   "4" 
"Jean de Florette (1986)"   "392"   "5" 
"Secret of Roan Inish, The (1994)"   "160"   "4" 
"Fearless (1993)"   "42"   "2" 
"Sleepers (1996)"   "150"   "4" 
"Sleeper (1973)"   "325"   "4" 
"Braveheart (1995)"   "106"   "4" 
"Liar Liar (1997)"   "30"   "4" 
"Thieves (Voleurs, Les) (1996)"   "257"   "5" 
"Mars Attacks! (1996)"   "249"   "4" 
"Groundhog Day (1993)"   "232"   "4" 
"Palookaville (1996)"   "216"   "4" 
"Good Will Hunting (1997)"   "232"   "4" 
"Mighty, The (1998)"   "405"   "1" 
"Patton (1970)"   "234"   "3" 
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"   "401"   "4" 
"While You Were Sleeping (1995)"   "378"   "3" 
"Secrets & Lies (1996)"   "334"   "4" 
"Flubber (1997)"   "320"   "3" 
"People vs. Larry Flynt, The (1996)"   "323"   "4" 
"Some Folks Call It a Sling Blade (1993)"   "296"   "5" 
"Nell (1994)"   "303"   "3" 
"When Harry Met Sally... (1989)"   "60"   "4" 
"Philadelphia (1993)"   "379"   "4" 
"Ice Storm, The (1997)"   "305"   "3" 
"Cool Runnings (1993)"   "279"   "3" 
"Henry V (1989)"   "405"   "2" 
"Blue in the Face (1995)"   "374"   "2" 
"Godfather, The (1972)"   "373"   "2" 
"Kolya (1996)"   "360"   "4" 
"Jurassic Park (1993)"   "115"   "4" 
"George of the Jungle (1997)"   "178"   "1" 
"Truth About Cats & Dogs, The (1996)"   "402"   "4" 
"Heidi Fleiss: Hollywood Madam (1995) "   "342"   "5" 
"Island of Dr. Moreau, The (1996)"   "222"   "1" 
"Kolya (1996)"   "234"   "4" 
"Willy Wonka and the Chocolate Factory (1971)"   "312"   "2" 
"Devil's Own, The (1997)"   "297"   "3" 
"North (1994)"   "279"   "4" 
"To Gillian on Her 37th Birthday (1996)"   "59"   "4" 
"Top Gun (1986)"   "160"   "3" 
"Twelve Monkeys (1995)"   "8"   "3" 
"Top Gun (1986)"   "91"   "3" 
"Usual Suspects, The (1995)"   "222"   "5" 
"Three Colors: Red (1994)"   "380"   "4" 
"Bananas (1971)"   "234"   "4" 
"Emma (1996)"   "324"   "3" 
"Ma vie en rose (My Life in Pink) (1997)"   "354"   "5" 
"Persuasion (1995)"   "13"   "4" 
"Space Jam (1996)"   "92"   "1" 
"Professional, The (1994)"   "371"   "4" 
"Star Trek IV: The Voyage Home (1986)"   "379"   "4" 
"In the Name of the Father (1993)"   "276"   "4" 
"Independence Day (ID4) (1996)"   "70"   "3" 
"Cold Comfort Farm (1995)"   "138"   "2" 
"Don Juan DeMarco (1995)"   "393"   "3" 
"Mr. Wrong (1996)"   "145"   "1" 
"This Is Spinal Tap (1984)"   "128"   "4" 
"Deer Hunter, The (1978)"   "405"   "4" 
"Rebel Without a Cause (1955)"   "59"   "5" 
"Aristocats, The (1970)"   "94"   "3" 
"Star Wars (1977)"   "103"   "5" 
"Three Caballeros, The (1945)"   "13"   "5" 
"E.T. the Extra-Terrestrial (1982)"   "6"   "3" 
"Purple Noon (1960)"   "234"   "3" 
"Escape from L.A. (1996)"   "276"   "3" 
"Dunston Checks In (1996)"   "405"   "1" 
"Streetcar Named Desire, A (1951)"   "148"   "5" 
"Last of the Mohicans, The (1992)"   "207"   "3" 
"Antonia's Line (1995)"   "144"   "4" 
"Dave (1993)"   "380"   "4" 
"Vertigo (1958)"   "406"   "4" 
"Fierce Creatures (1997)"   "75"   "4" 
"Leaving Las Vegas (1995)"   "71"   "4" 
"Taxi Driver (1976)"   "392"   "5" 
"Aladdin (1992)"   "43"   "4" 
"My Fair Lady (1964)"   "18"   "5" 
"Trainspotting (1996)"   "135"   "4" 
"Nutty Professor, The (1996)"   "117"   "3" 
"Muriel's Wedding (1994)"   "12"   "4" 
"Saint, The (1997)"   "250"   "2" 
"Nobody's Fool (1994)"   "43"   "1" 
"Shawshank Redemption, The (1994)"   "18"   "5" 
"Terminal Velocity (1994)"   "280"   "4" 
"My Fair Lady (1964)"   "318"   "5" 
"Gold Diggers: The Secret of Bear Mountain (1995)"   "405"   "1" 
"Trainspotting (1996)"   "115"   "5" 
"Star Trek: First Contact (1996)"   "84"   "4" 
"L.A. Confidential (1997)"   "171"   "4" 
"Awfully Big Adventure, An (1995)"   "201"   "1" 
"Sleepless in Seattle (1993)"   "394"   "3" 
"Private Parts (1997)"   "176"   "4" 
"Wyatt Earp (1994)"   "122"   "3" 
"Donnie Brasco (1997)"   "392"   "4" 
"Sex, Lies, and Videotape (1989)"   "59"   "4" 
"Usual Suspects, The (1995)"   "99"   "5" 
"Star Trek: First Contact (1996)"   "347"   "4" 
"Die xue shuang xiong (Killer, The) (1989)"   "58"   "4" 
"Bananas (1971)"   "85"   "4" 
"Snow White and the Seven Dwarfs (1937)"   "18"   "5" 
"Sting, The (1973)"   "207"   "4" 
"Hudsucker Proxy, The (1994)"   "305"   "3" 
"Legends of the Fall (1994)"   "16"   "4" 
"Phantoms (1998)"   "13"   "1" 
"In the Line of Fire (1993)"   "334"   "4" 
"Sting, The (1973)"   "313"   "4" 
"Bogus (1996)"   "290"   "3" 
"Wyatt Earp (1994)"   "295"   "3" 
"Liar Liar (1997)"   "121"   "4" 
"Alien: Resurrection (1997)"   "304"   "3" 
"Grosse Pointe Blank (1997)"   "287"   "5" 
"Now and Then (1995)"   "224"   "3" 
"Sleepers (1996)"   "117"   "5" 
"Breakdown (1997)"   "359"   "3" 
"Great Dictator, The (1940)"   "405"   "1" 
"Miracle on 34th Street (1994)"   "389"   "5" 
"Menace II Society (1993)"   "327"   "4" 
"East of Eden (1955)"   "225"   "4" 
"King of the Hill (1993)"   "160"   "4" 
"Once Were Warriors (1994)"   "233"   "5" 
"2001: A Space Odyssey (1968)"   "299"   "4" 
"Miller's Crossing (1990)"   "346"   "4" 
"Patton (1970)"   "312"   "5" 
"Dragonheart (1996)"   "348"   "4" 
"Wyatt Earp (1994)"   "405"   "1" 
"People vs. Larry Flynt, The (1996)"   "326"   "3" 
"Harriet the Spy (1996)"   "200"   "4" 
"Dead Poets Society (1989)"   "399"   "5" 
"Mrs. Doubtfire (1993)"   "7"   "4" 
"Dear God (1996)"   "393"   "3" 
"Gattaca (1997)"   "13"   "4" 
"When Harry Met Sally... (1989)"   "214"   "4" 
"Independence Day (ID4) (1996)"   "238"   "4" 
"Magnificent Seven, The (1954)"   "178"   "4" 
"This Is Spinal Tap (1984)"   "23"   "5" 
"Fierce Creatures (1997)"   "244"   "3" 
"Bronx Tale, A (1993)"   "201"   "2" 
"Phenomenon (1996)"   "17"   "1" 
"L.A. Confidential (1997)"   "201"   "4" 
"Hard Target (1993)"   "200"   "4" 
"Austin Powers: International Man of Mystery (1997)"   "385"   "2" 
"Ninotchka (1939)"   "389"   "4" 
"Pulp Fiction (1994)"   "391"   "5" 
"Ghost (1990)"   "399"   "3" 
"Searching for Bobby Fischer (1993)"   "151"   "4" 
"Liar Liar (1997)"   "248"   "3" 
"Shawshank Redemption, The (1994)"   "313"   "4" 
"Fugitive, The (1993)"   "5"   "3" 
"Father of the Bride Part II (1995)"   "269"   "1" 
"Barcelona (1994)"   "331"   "3" 
"Hunt for Red October, The (1990)"   "393"   "4" 
"Liar Liar (1997)"   "109"   "4" 
"Four Rooms (1995)"   "145"   "3" 
"Cable Guy, The (1996)"   "262"   "2" 
"Young Frankenstein (1974)"   "279"   "5" 
"To Kill a Mockingbird (1962)"   "276"   "5" 
"Island of Dr. Moreau, The (1996)"   "20"   "1" 
"Madonna: Truth or Dare (1991)"   "399"   "3" 
"Nobody's Fool (1994)"   "144"   "4" 
"Courage Under Fire (1996)"   "103"   "4" 
"Robin Hood: Men in Tights (1993)"   "11"   "2" 
"American Werewolf in London, An (1981)"   "366"   "5" 
"Postino, Il (1994)"   "276"   "4" 
"Mr. Smith Goes to Washington (1939)"   "393"   "5" 
"Graduate, The (1967)"   "298"   "4" 
"Michael Collins (1996)"   "135"   "4" 
"Apollo 13 (1995)"   "275"   "4" 
"Kama Sutra: A Tale of Love (1996)"   "236"   "2" 
"It's My Party (1995)"   "119"   "4" 
"E.T. the Extra-Terrestrial (1982)"   "49"   "2" 
"Bio-Dome (1996)"   "216"   "2" 
"One Flew Over the Cuckoo's Nest (1975)"   "250"   "4" 
"Aliens (1986)"   "254"   "3" 
"Taxi Driver (1976)"   "250"   "4" 
"Indiana Jones and the Last Crusade (1989)"   "346"   "4" 
"Desperate Measures (1998)"   "311"   "4" 
"Sudden Death (1995)"   "130"   "3" 
"Bonnie and Clyde (1967)"   "389"   "4" 
"Late Bloomers (1996)"   "157"   "5" 
"Saint, The (1997)"   "255"   "1" 
"Deconstructing Harry (1997)"   "147"   "4" 
"Blade Runner (1982)"   "115"   "5" 
"Smoke (1995)"   "232"   "5" 
"Othello (1995)"   "323"   "4" 
"Saint, The (1997)"   "92"   "3" 
"Devil's Own, The (1997)"   "328"   "4" 
"Lawnmower Man, The (1992)"   "276"   "3" 
"Schindler's List (1993)"   "347"   "3" 
"Pulp Fiction (1994)"   "117"   "5" 
"Saint, The (1997)"   "249"   "3" 
"Pocahontas (1995)"   "7"   "4" 
"Toy Story (1995)"   "125"   "4" 
"Mallrats (1995)"   "405"   "1" 
"Terminator, The (1984)"   "37"   "5" 
"Police Story 4: Project S (Chao ji ji hua) (1993)"   "7"   "1" 
"Conan the Barbarian (1981)"   "326"   "3" 
"Cool Hand Luke (1967)"   "234"   "4" 
"Dead Poets Society (1989)"   "187"   "4" 
"James and the Giant Peach (1996)"   "313"   "3" 
"Laura (1944)"   "308"   "4" 
"Black Sheep (1996)"   "246"   "3" 
"Anna Karenina (1997)"   "100"   "3" 
"Snow White and the Seven Dwarfs (1937)"   "263"   "3" 
"Chasing Amy (1997)"   "287"   "4" 
"Bridge on the River Kwai, The (1957)"   "401"   "3" 
"Ed Wood (1994)"   "354"   "4" 
"Jude (1996)"   "354"   "5" 
"Outbreak (1995)"   "378"   "4" 
"Threesome (1994)"   "336"   "1" 
"I'm Not Rappaport (1996)"   "279"   "3" 
"Demolition Man (1993)"   "314"   "4" 
"Stand by Me (1986)"   "361"   "3" 
"L.A. Confidential (1997)"   "192"   "5" 
"North by Northwest (1959)"   "379"   "5" 
"Starship Troopers (1997)"   "353"   "2" 
"8 Seconds (1994)"   "225"   "4" 
"Silence of the Lambs, The (1991)"   "379"   "5" 
"Mission: Impossible (1996)"   "55"   "1" 
"Murder in the First (1995)"   "186"   "5" 
"Apostle, The (1997)"   "171"   "3" 
"Waiting for Guffman (1996)"   "294"   "4" 
"My Best Friend's Wedding (1997)"   "402"   "4" 
"Secret of Roan Inish, The (1994)"   "92"   "4" 
"Graduate, The (1967)"   "235"   "5" 
"Home Alone (1990)"   "85"   "3" 
"Lost World: Jurassic Park, The (1997)"   "38"   "5" 
"Leaving Las Vegas (1995)"   "174"   "5" 
"Beauty and the Beast (1991)"   "95"   "3" 
"Maltese Falcon, The (1941)"   "91"   "4" 
"Terminator, The (1984)"   "374"   "3" 
"Amadeus (1984)"   "321"   "3" 
"Room with a View, A (1986)"   "354"   "5" 
"Sleepless in Seattle (1993)"   "94"   "3" 
"Georgia (1995)"   "299"   "2" 
"Desperado (1995)"   "130"   "5" 
"Nick of Time (1995)"   "375"   "3" 
"Return of the Jedi (1983)"   "308"   "4" 
"My Favorite Year (1982)"   "293"   "4" 
"Fried Green Tomatoes (1991)"   "345"   "5" 
"Empire Strikes Back, The (1980)"   "48"   "5" 
"American President, The (1995)"   "19"   "3" 
"Lion King, The (1994)"   "23"   "3" 
"Amityville Horror, The (1979)"   "109"   "2" 
"Fifth Element, The (1997)"   "1"   "4" 
"Substitute, The (1996)"   "92"   "2" 
"Contact (1997)"   "215"   "3" 
"How to Make an American Quilt (1995)"   "174"   "5" 
"Return of the Pink Panther, The (1974)"   "148"   "4" 
"Aladdin (1992)"   "20"   "3" 
"2001: A Space Odyssey (1968)"   "379"   "4" 
"Volcano (1997)"   "344"   "2" 
"Lone Star (1996)"   "81"   "3" 
"This Is Spinal Tap (1984)"   "370"   "5" 
"Mask, The (1994)"   "244"   "4" 
"Romeo Is Bleeding (1993)"   "389"   "2" 
"Sting, The (1973)"   "397"   "3" 
"Dead Poets Society (1989)"   "234"   "3" 
"Crumb (1994)"   "214"   "4" 
"Platoon (1986)"   "85"   "3" 
"Casper (1995)"   "95"   "1" 
"Nixon (1995)"   "325"   "3" 
"Paths of Glory (1957)"   "383"   "4" 
"Halloween: The Curse of Michael Myers (1995)"   "42"   "1" 
"Arsenic and Old Lace (1944)"   "60"   "4" 
"Top Gun (1986)"   "95"   "3" 
"Man Without a Face, The (1993)"   "188"   "5" 
"Game, The (1997)"   "100"   "3" 
"This Is Spinal Tap (1984)"   "244"   "4" 
"Boot, Das (1981)"   "307"   "4" 
"Rumble in the Bronx (1995)"   "249"   "4" 
"Jack (1996)"   "109"   "2" 
"Cop Land (1997)"   "46"   "4" 
"Red Rock West (1992)"   "308"   "5" 
"English Patient, The (1996)"   "284"   "4" 
"Third Man, The (1949)"   "237"   "5" 
"I Love Trouble (1994)"   "276"   "2" 
"Devil's Own, The (1997)"   "348"   "4" 
"Hamlet (1996)"   "148"   "2" 
"Broken Arrow (1996)"   "104"   "1" 
"Clockwork Orange, A (1971)"   "392"   "5" 
"Pocahontas (1995)"   "49"   "2" 
"In & Out (1997)"   "378"   "3" 
"Soul Food (1997)"   "141"   "1" 
"Real Genius (1985)"   "363"   "4" 
"Spy Hard (1996)"   "283"   "3" 
"Firm, The (1993)"   "286"   "3" 
"Game, The (1997)"   "40"   "4" 
"Fifth Element, The (1997)"   "279"   "3" 
"Night Falls on Manhattan (1997)"   "104"   "3" 
"Hoop Dreams (1994)"   "65"   "5" 
"Cable Guy, The (1996)"   "314"   "1" 
"Annie Hall (1977)"   "7"   "2" 
"Sabrina (1954)"   "6"   "4" 
"Evil Dead II (1987)"   "56"   "4" 
"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)"   "239"   "5" 
"Broken Arrow (1996)"   "58"   "2" 
"Chasing Amy (1997)"   "139"   "4" 
"Casablanca (1942)"   "342"   "4" 
"Pinocchio (1940)"   "7"   "5" 
"Forrest Gump (1994)"   "313"   "5" 
"Return of the Jedi (1983)"   "299"   "3" 
"French Twist (Gazon maudit) (1995)"   "293"   "2" 
"Psycho (1960)"   "215"   "4" 
"Chinatown (1974)"   "343"   "5" 
"Shine (1996)"   "399"   "3" 
"Absolute Power (1997)"   "347"   "5" 
"Treasure of the Sierra Madre, The (1948)"   "138"   "5" 
"Starship Troopers (1997)"   "249"   "4" 
"Graduate, The (1967)"   "174"   "5" 
"Antonia's Line (1995)"   "227"   "4" 
"Toy Story (1995)"   "286"   "4" 
"Paris, Texas (1984)"   "406"   "2" 
"Men in Black (1997)"   "192"   "4" 
"When Harry Met Sally... (1989)"   "374"   "5" 
"Great Race, The (1965)"   "7"   "5" 
"Amadeus (1984)"   "23"   "3" 
"Toy Story (1995)"   "83"   "4" 
"Crimson Tide (1995)"   "393"   "4" 
"Usual Suspects, The (1995)"   "361"   "4" 
"Michael (1996)"   "13"   "3" 
"Tomorrow Never Dies (1997)"   "104"   "4" 
"Stag (1997)"   "309"   "2" 
"Murder at 1600 (1997)"   "334"   "3" 
"Butch Cassidy and the Sundance Kid (1969)"   "10"   "5" 
"My Fellow Americans (1996)"   "256"   "4" 
"Ref, The (1994)"   "1"   "3" 
"Boogie Nights (1997)"   "334"   "3" 
"English Patient, The (1996)"   "130"   "5" 
"Microcosmos: Le peuple de l'herbe (1996)"   "381"   "3" 
"Full Metal Jacket (1987)"   "235"   "4" 
"Schindler's List (1993)"   "295"   "5" 
"Bad Moon (1996)"   "10"   "4" 
"Independence Day (ID4) (1996)"   "279"   "4" 
"That Thing You Do! (1996)"   "344"   "3" 
"Usual Suspects, The (1995)"   "370"   "4" 
"Walk in the Clouds, A (1995)"   "193"   "4" 
"Another Stakeout (1993)"   "276"   "2" 
"Glimmer Man, The (1996)"   "347"   "3" 
"Life Less Ordinary, A (1997)"   "117"   "5" 
"Indiana Jones and the Last Crusade (1989)"   "405"   "5" 
"From Dusk Till Dawn (1996)"   "90"   "4" 
"Executive Decision (1996)"   "267"   "3" 
"Contact (1997)"   "268"   "2" 
"Moll Flanders (1996)"   "325"   "2" 
"Titanic (1997)"   "266"   "4" 
"Speed (1994)"   "95"   "4" 
"Field of Dreams (1989)"   "64"   "5" 
"My Fair Lady (1964)"   "373"   "4" 
"Everyone Says I Love You (1996)"   "274"   "5" 
"Cabin Boy (1994)"   "303"   "3" 
"Room with a View, A (1986)"   "298"   "3" 
"Shadowlands (1993)"   "354"   "5" 
"Homeward Bound: The Incredible Journey (1993)"   "59"   "1" 
"Executive Decision (1996)"   "289"   "4" 
"Fugitive, The (1993)"   "354"   "2" 
"Sabrina (1995)"   "344"   "2" 
"Ransom (1996)"   "308"   "4" 
"Net, The (1995)"   "145"   "3" 
"Cool Hand Luke (1967)"   "290"   "3" 
"Sophie's Choice (1982)"   "188"   "5" 
"Patton (1970)"   "326"   "4" 
"What's Love Got to Do with It (1993)"   "378"   "3" 
"Being There (1979)"   "360"   "4" 
"Angels and Insects (1995)"   "373"   "2" 
"Alien 3 (1992)"   "313"   "4" 
"English Patient, The (1996)"   "220"   "5" 
"Escape from New York (1981)"   "286"   "3" 
"GoldenEye (1995)"   "207"   "3" 
"Diabolique (1996)"   "227"   "3" 
"Cronos (1992)"   "239"   "5" 
"Alien (1979)"   "87"   "4" 
"Priest (1994)"   "286"   "5" 
"To Kill a Mockingbird (1962)"   "25"   "4" 
"Waterworld (1995)"   "244"   "3" 
"Princess Bride, The (1987)"   "92"   "3" 
"Air Force One (1997)"   "292"   "4" 
"Peacemaker, The (1997)"   "332"   "4" 
"GoodFellas (1990)"   "334"   "3" 
"Grumpier Old Men (1995)"   "295"   "5" 
"Fargo (1996)"   "342"   "5" 
"Three Colors: White (1994)"   "58"   "5" 
"Scream (1996)"   "387"   "3" 
"In the Line of Fire (1993)"   "346"   "4" 
"Wild Things (1998)"   "381"   "1" 
"Mighty Morphin Power Rangers: The Movie (1995)"   "393"   "3" 
"Jungle Book, The (1994)"   "405"   "1" 
"Koyaanisqatsi (1983)"   "269"   "5" 
"Giant (1956)"   "236"   "5" 
"Silence of the Lambs, The (1991)"   "389"   "4" 
"Playing God (1997)"   "355"   "4" 
"Schindler's List (1993)"   "354"   "3" 
"American President, The (1995)"   "280"   "3" 
"Leaving Las Vegas (1995)"   "392"   "4" 
"Harriet the Spy (1996)"   "234"   "1" 
"Jackie Chan's First Strike (1996)"   "255"   "2" 
"People vs. Larry Flynt, The (1996)"   "315"   "4" 
"Monty Python's Life of Brian (1979)"   "336"   "5" 
"Farewell My Concubine (1993)"   "327"   "4" 
"Brazil (1985)"   "43"   "2" 
"English Patient, The (1996)"   "347"   "3" 
"Sting, The (1973)"   "292"   "4" 
"GoodFellas (1990)"   "210"   "5" 
"Dances with Wolves (1990)"   "320"   "5" 
"Devil in a Blue Dress (1995)"   "339"   "4" 
"Dead Poets Society (1989)"   "13"   "4" 
"Terminator, The (1984)"   "286"   "4" 
"Kiss the Girls (1997)"   "165"   "4" 
"Crying Game, The (1992)"   "244"   "4" 
